recipe_name	ingredient_not_found	Error	item_link	weight	quantity	energy_gm	protein_gm	fat_gm	carbs_gm	total_dietary_fibre_gm	sugar_gm	sodium_mg	trans_fat_gm	total_saturated_fat_gm	cholesterol_mg	added_sugar_gm	0	0	0
thai layered rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Layered-Rice-(--Thai-Cooking)-462r	100	0	211.6718563	3.701036389	6.485168125	33.77565638	1.97540304	2.806402579	141.0549056	0.036480884	0.149841087	0.001989866	0			
potato hash browns	SUCCESS	SUCCESS	http://allrecipes.com/recipe/220520/classic-hash-browns/	100	0	211.890873	1.482440476	14.68380952	18.98240079	1.876785714	0.075912698	405.0793651	0	0.032071429	0	0			
hash brown,hash browns,hash brown potatoes,home fries	SUCCESS	SUCCESS	http://allrecipes.com/recipe/220520/classic-hash-browns/	100	0	211.890873	1.482440476	14.68380952	18.98240079	1.876785714	0.075912698	405.0793651	0	0.032071429	0	0			
spicy tava idli,spicy fried idli,veggie fried idli	SUCCESS	SUCCESS	https://www.tarladalal.com/Spicy-Tava-Idlis-1669r	100	0	212.7141451	5.867499063	4.44204162	37.48069273	0.480647732	0.543766404	181.8043213	0.063996063	2.94659116	2.116141732	0			
veg thai green curry	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Green-Curry-Veg-Thai-Green-Curry-470r	100	0	212.87518	6.359264873	12.0175521	20.48666919	5.412201592	2.035145889	303.3694581	0.020007579	0.660781736	2.500947329	0			
smoked hilsa	SUCCESS	SUCCESS	http://www.khanakhazana.com/recipes/view.aspx?id=5750	100	0	212.8775401	16.2987471	14.346136	4.671965019	0.670533643	0.063246475	258.4106729	0.010164555	0.522514367	0.856683919	0			
pasta salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Pasta-Salad-30818r	100	0	212.9468085	8.029553191	4.664638298	38.53357447	5.705	3.755957447	217.3765957	0.001808511	0.454029787	0.001225532	0			
kerela parippu,nadan parippu curry,kerala parippu curry,kerala moong dal curry	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/kerala-parippu-curry-recipe/	100	0	213.3277311	6.592436975	11.00983193	22.92016807	5.668907563	4.761680672	500.6067227	0.001058824	3.12889916	0	0			
crispy vegetables	SUCCESS	SUCCESS	https://www.tarladalal.com/Crispy-Vegetables-447r	100	0	213.3508791	5.098406593	6.379835165	34.52082418	2.912087912	0.745604396	226.9527473	0.077362637	0.385357143	0	0			
zero oil masoor dal,masoor dal without oil	SUCCESS	SUCCESS	https://www.tarladalal.com/Suva-Masoor-Dal-Zero-Oil-Healthy-Dal-22176r	100	0	214.301676	14.87240223	0.48603352	37.69251397	6.522905028	0.033519553	1084.312849	0	0.00298324	0	0			
custard pudding	SUCCESS	SUCCESS	http://www.food.com/recipe/best-ever-rice-custard-pudding-426942	100	0.602031858	214.5494444	4.85468456	2.48277938	42.59500815	1.125799574	6.008277938	445.981939	0.080270914	0.762623856	4.81625486	0			
south indian mixed vegetable khichdi,south indian vegetable brown rice khichdi	SUCCESS	SUCCESS	0	100	0	215.5326087	8.04673913	2.031521739	41.12608696	5.04673913	0.730434783	227.0108696	0.009891304	0.221902174	0	0			
general tsos favorite chicken,general tso's chicken	SUCCESS	SUCCESS	http://allrecipes.com/recipe/91499/general-tsaos-chicken-ii/	100	0	215.9637228	10.97007486	6.635439322	24.23217297	0.288691883	8.346513002	473.4115445	0.041607565	1.006234634	41.69680851	0			
pabda tel borir jhol,pabda macher jhol kalojeere,fish curry with nigella	SUCCESS	SUCCESS	http://sanolisrecipies.blogspot.in/2013/05/pabda-tel-bori-jhol-lentil-dumplings-in.html	100	0	217.0315734	14.90931812	13.48767047	9.760780048	1.504563545	0.387524542	29.10161847	0.285911382	2.271107986	0	0			
mixed vegetable toast	SUCCESS	SUCCESS	https://www.tarladalal.com/Grilled-Vegetable-Toast-148r	100	1.118881119	217.0629371	7.717762238	7.721398601	29.5372028	3.916083916	2.522097902	481.7622378	0.216503497	6.212195804	9.020979021	1.118881119			
kerala chicken curry,traditional chicken curry,nadan chicken curyy	SUCCESS	SUCCESS	https://indianhealthyrecipes.com/nadan-chicken-curry-nadan-kozhi-curry-kerala-traditional-chicken-curry/	100	0	218.3382353	12.58244118	16.46602941	4.992088235	1.408529412	0.044470588	505.6264706	0.001482353	5.287088235	47.64705882	0			
onion pakoda	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/onion-pakoda-recipe/	100	2.536997886	218.9513742	7.614883721	2.358054968	41.31090909	4.905708245	2.53627907	429.2135307	0.145877378	0.177171247	2.21987315	0			
aloo kulcha,stuffed aloo kulcha	SUCCESS	SUCCESS	https://www.tarladalal.com/Aloo-Kulcha-Amritsari-Potato-Kulcha-42052r	100	0.637506641	219.4372233	5.761445015	2.606796529	43.85619621	1.285585267	0.558434567	277.1884186	0.061593767	0.93457411	3.617850186	0			
mirchi ka salan,mirchi salan,hyderabadi mirchi ka salan	SUCCESS	SUCCESS	https://www.tarladalal.com/Mirchi-Ka-Salan-(Hyderabadi-Style)-268r	100	0	220.0582845	3.874736368	19.46597566	10.98595764	4.841700466	2.33768965	151.4426919	0.340874268	4.378787442	0	0			
faraali pattice,farali patties	SUCCESS	SUCCESS	https://www.tarladalal.com/Faraali-Pattice-(--Faraal-Recipe)-32548r	100	1.359003398	220.2919026	3.806330691	12.57723386	24.02383635	3.371206116	0.476016421	341.6738392	0.059796149	0.736410815	0.127406569	0			
cottage cheese with chili n soya,chilli paneer,spicy paneer,paneer with chilli,spicy cottage cheese	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/chilli-paneer-dry-recipe/	100	0	220.5854093	7.445231317	16.74991103	8.518451957	1.174199288	0.112099644	873.6201068	0	7.464266904	29.3594306	0			
bengali style chicken curry,bengali chicken curry,kosha murgir mangsho,murgir jhol	SUCCESS	SUCCESS	https://www.archanaskitchen.com/mangsher-jhol-recipe-bengali-style-mutton-curry	100	0	220.6005874	1.674743025	18.38516887	12.76490455	0.859030837	0.732745962	2766.839941	0	2.140969163	1.321585903	0			
bhindi mappas,vendakka mappa,bhindi in coconut gravy,kerala vendakka fry	SUCCESS	SUCCESS	https://www.tarladalal.com/Bhindi-Mappas--Bhindi-in-Coconut-Gravy-Kerala-Vendakka--Recipe-32908r	100	0	220.6938202	2.358258427	19.63852996	9.412425094	1.7667603	0.715636704	185.3558052	0.001179775	3.489492509	0	0			
rice noodle n vegetable medley	SUCCESS	SUCCESS	https://www.tarladalal.com/Rice-Noodle-and-Vegetable-Medley-1876r	100	0	221.2170495	4.114320108	2.663250215	45.15244073	1.867436433	4.013809114	398.9991402	0.208632846	3.791429063	0	0			
crispy corn cubes	SUCCESS	SUCCESS	http://thrillingtreats.blogspot.in/2010/12/beijing-corn-cubes.html	100	0	221.8138402	3.974035088	9.123830409	32.91687135	3.373294347	3.305165692	265.1345029	0.128654971	0.656402534	0	0			
thai sweet corn cutlets	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Sweet-Corn-Cutlets-30980r	100	1.05680317	222.1128515	3.135614267	3.761902246	44.78536328	1.919154557	22.42800528	354.5310436	0.046499339	0.36738177	1.387054161	0			
amla murrabba,sweet gooseberry pickle	SUCCESS	SUCCESS	https://www.tarladalal.com/Amla-Murabba-Rajasthani-Recipe-3903r	100	0	222.5	0.25	0.05	56.84	3.65	49.9	3	0	0	0	0			
goan style prawn pie,goan prawn pie,goan style empada de camarao,prawn pie,empada de camarao	SUCCESS	SUCCESS	https://www.archanaskitchen.com/goan-style-empada-de-camarao-recipe-prawn-pie	100	0.805152979	223.6628422	10.44091787	9.337560386	25.72616345	2.582085346	0.958937198	897.2888486	0.095531401	2.149215378	0	0			
red pumpkin pachadi,pumpkin in yogurt and coconut milk,pumkin n coconut milk stew	SUCCESS	SUCCESS	https://www.tarladalal.com/Red-Pumpkin-Pachadi-4993r	100	0	223.839779	2.75359116	19.92044199	8.47281768	0	0.551381215	446.5779006	0.019447514	0.493149171	1.325966851	0			
waffle cone	SUCCESS	SUCCESS	https://www.williams-sonoma.com/recipe/waffle-cones.html	100	0.799200799	225.3746254	7.15044955	6.153846154	35.15344655	0.021978022	2.931368631	462.2657343	0.132667333	0.898831169	4.795204795	0			
ash gourd thoran,bottle gourd thoran	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/ash-gourd-thoran-recipe/	100	0	225.6242424	2.063030303	20.58872727	8.063030303	5.551515152	0	0.96969697	0.001527273	4.498363636	0	0			
thai style pumpkin soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Style-Pumpkin-Soup-434r	100	0	226.1141243	2.290768362	20.28551412	8.713435028	0.32519774	0.015627119	222.2214689	0.029830508	0.079220339	0	0			
dual mango ice cream,mango ice cream,alfonso ice cream	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/mango-ice-cream-easy-mango-ice-cream/	100	0	226.1518152	2.06	13.30561056	25.20577558	0.528052805	17.92739274	11.83828383	0	8.216534653	45.14851485	0			
waffles with cream	SUCCESS	SUCCESS	http://www.food.com/recipe/homemade-waffles-with-strawberries-and-whipped-cream-97689	100	0.775945684	226.2948594	7.035499515	6.621338506	34.49398642	0.021338506	3.07885548	449.0475267	0.128806984	1.275130941	6.867119302	0			
quick rava idli,sooji idli,semolina idli,cream of wheat idli	SUCCESS	SUCCESS	https://www.tarladalal.com/Quick-Rava-Idli-(-South-Indian-Recipes)-32608r	100	0.740740741	226.7169312	6.412169312	4.095608466	41.05132275	0.287301587	0	125.5846561	0.000666667	1.963571429	0	0			
potato haandvo	SUCCESS	SUCCESS	https://www.tarladalal.com/Potato-Handvo-(-Non--Fried-Snacks-)-33310r	100	0	227.6606061	7.195030303	7.232666667	34.27084848	8.313333333	3.494909091	527.7757576	0.064	0.332709091	0	0			
waffles with maple syrup or honey	SUCCESS	SUCCESS	http://www.food.com/recipe/belgian-waffles-28501	100	0.775945684	227.6624636	6.951115422	5.974781765	36.52822502	0.027158099	5.235596508	448.9311348	0.128806984	0.872677013	4.859359845	0			
urad dal with paneer	SUCCESS	SUCCESS	https://www.tarladalal.com/Urad-Dal-with-Paneer-212r	100	0	228.3409091	11.77636364	9.622727273	23.91431818	4.747727273	0.418409091	454.9090909	0.167863636	5.993227273	15	0			
korma rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Korma-Rice-1548r	100	0	228.4395604	5.046510989	3.660247253	42.83945055	1.614285714	1.780824176	218.1483516	0	0.454208791	1.21978022	0			
karavalli mutton curry,karavalli yarchi curry,coorg mutton curry	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Karavalli-Mutton-Curry.html	100	0	229.0444763	14.26926829	17.89526542	3.31517934	0.17733142	0.779770445	580.5164993	0.113629842	0.636430416	0.430416069	0			
golden fantasy,spongecake with vanilla ice cream	SUCCESS	SUCCESS	https://www.tarladalal.com/Sponge-Cake-with-Vanilla-Ice-Cream-36885r	100	0	229.4618517	5.033496227	11.44893041	27.63110073	0.633057851	20.91759013	9.266978081	0.49191999	3.677343035	26.43669901	0			
rava corn dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Rava-Corn-Dhokla-(100-Calorie-Snacks)-32598r	100	0	229.9329806	7.315608466	1.263209877	48.2978836	0.564902998	1.770934744	300.0934744	0	0.373968254	0.846560847	0			
palak khichdi	SUCCESS	SUCCESS	https://www.tarladalal.com/Palak-Khichdi-40922r	100	0	230.4692557	5.095275081	6.430420712	37.08970874	2.607119741	0.71210356	272.2071197	0.061436893	1.474394822	0	0			
veg noodles	SUCCESS	SUCCESS	https://www.tarladalal.com/Veg-Noodles-Primavera-Noodles-22562r	100	0	230.6598882	4.079505169	6.010794781	40.13708863	1.748618878	0.582680902	320.1613286	0.062633452	1.327013049	4.946619217	0			
dry fruit milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Dry-Fruit-Milkshake-41868r	100	0	230.8968134	6.427617602	14.59305008	20.40846737	2.328072838	6.986616085	637.3444613	0.426403642	1.802421851	7.738998483	0			
aam ki launji,kairi ki launji,raw mango launji	SUCCESS	SUCCESS	https://www.tarladalal.com/Aam-ki-Launji-3901r	100	0	231.2444444	0.435555556	13.39555556	28.50222222	1.866666667	22.17777778	888.2666667	0.234666667	0.617333333	0	0			
"spinach and paneer parantha,palak paneer ka parantha,spinach and 
cottage cheese flatbread"	SUCCESS	SUCCESS	https://www.tarladalal.com/Spinach-and-Paneer-Paratha-1476r	100	0.930232558	231.3139535	8.156831395	6.944883721	35.57325581	3.186918605	0.73494186	1204.56686	0.061395349	0.472616279	2.965116279	0			
idli upma	SUCCESS	SUCCESS	https://www.tarladalal.com/Idli-Upma-Upma-with-Left-Over-Idlis-Recipe-1670r	100	0	231.5654762	7.129312169	5.985595238	37.70344577	2.87473545	1.264861111	281.401455	0.071361111	2.113868386	0	0			
farali misal,maharashtrian upvas snack	SUCCESS	SUCCESS	https://www.tarladalal.com/Farali-Misal-Maharashtrian-Upvas-Snack-42091r	100	0	231.7538462	5.793230769	17.19446154	15.58984615	4.701538462	0.886769231	612.6153846	0.054153846	1.109661538	0	0			
maple syrup and butter waffles	SUCCESS	SUCCESS	http://www.marthastewart.com/409147/waffles-maple-syrup	100	0.775945684	233.0892338	6.942386033	7.153249273	35.0471387	0.021338506	3.762657614	448.814743	0.128806984	0.872677013	4.655674103	0			
panini tomato and cheese	SUCCESS	SUCCESS	http://www.food.com/recipe/caprese-panini-mozzarella-tomatoes-and-basil-188310	100	0	233.1363475	3.565660636	11.67812874	23.80951345	0.731626913	1.980779831	1122.754859	0.107456604	5.384902029	0.544464222	0.472714327			
homestyle matar paneer,matar paneer,cottage cheese and green peas	SUCCESS	SUCCESS	https://www.tarladalal.com/Lajjatdar-Paneer-30947r	100	0	233.2263514	13.49324324	7.136486486	29.72966216	10.68378378	5.152837838	379.3141892	0	2.074675676	11	0			
mangalorean chicken ghee roast,chicken ghee roast	SUCCESS	SUCCESS	https://www.archanaskitchen.com/mangalorean-chicken-ghee-roast-recipe	100	0	234.3345841	11.54558474	19.57942464	3.118161351	0.045590994	0.133208255	655.633521	0.040650407	1.723662289	54.62789243	0			
crab steamed or braised in pepper garlic,steamed butter-garlic crab,steamed pepper-garlic crab,braised garlic crab,braised pepper crab,butter-garlic crab,pepper crab,milaku nand,kali mirch aur lahsun wala kekda	SUCCESS	SUCCESS	http://food.ndtv.com/recipe-butter-pepper-garlic-crab-304405	100	0	234.6875568	12.55891916	18.30786558	4.363932788	2.476566757	0.202370572	708.0508629	0	0.452365123	26.70299728	0			
almond omellette	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/almond-omelette-oertzAfabbffd.html	100	1.025641026	234.8205128	11.37435897	19.22051282	0.338461538	0	0.066666667	1342.974359	0	0	0	0			
honey and butter waffles	SUCCESS	SUCCESS	http://www.mrbreakfast.com/superdisplay.asp?recipeid=1679	100	0.764818356	234.8518164	6.851434034	7.050669216	36.00439771	0.026768642	5.160516252	442.4933078	0.126959847	0.860162524	4.789674952	0			
almond fried fish with ginger sauce,fish with almonds	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/almond-fried-fish-with-ginger-sauce-oersJWhbiiafj.html	100	0	235.9249147	10.97064846	11.68075085	17.92590444	0.761774744	1.968771331	341.887372	0.028122867	1.711399317	0.252559727	0			
bread uthappam	SUCCESS	SUCCESS	https://www.tarladalal.com/Bread-Uttapam-Recipe-Instant-Breakfast-42122r	100	1.598579041	237.0515098	5.747175844	7.088543517	38.07257549	0.611900533	1.78250444	358.7788632	0.151563055	1.416783304	0.53285968	0.959147425			
boston creme	SUCCESS	SUCCESS	https://www.tastemade.com/videos/boston-cream-donuts	100	0	237.5841188	2.363523412	10.40242697	34.88045409	0.491913063	25.75139339	436.2346006	0.282637891	5.553053592	23.87569715	0			
stuffed kulcha aloo,aloo kulcha,alu kulcha	SUCCESS	SUCCESS	http://nishamadhulika.com/en/540-amritsari-aloo-kulcha-recipe.html	100	0.750078133	238.8023752	6.532217939	2.833770184	47.46630691	1.193811855	0.655918325	252.8550891	0.033003438	0.231736639	0.33753516	0			
chocolate waffle cone	SUCCESS	SUCCESS	https://www.williams-sonoma.com/recipe/waffle-cones.html	100	0.726612171	239.1462307	7.89972752	5.867393279	38.49100817	0.701180745	2.665122616	499.8437784	0.12061762	0.81719346	4.359673025	0			
spinach crepes,palak chilla	SUCCESS	SUCCESS	https://www.tarladalal.com/Spinach-Crepes-1262r	100	0.983606557	239.4016393	8.291393443	10.80270492	27.54901639	1.03442623	1.033606557	458.8852459	0.131262295	5.003819672	16.10655738	0			
stuffed paneer kulcha	SUCCESS	SUCCESS	http://hebbarskitchen.com/paneer-kulcha-recipe-paneer-kulcha-naan/	100	0.573065903	239.4229777	6.621544296	9.45614144	32.29178069	0.702363295	1.381187548	300.444101	0.028897251	1.49852358	5.810059723	0			
sweet corn cakes	SUCCESS	SUCCESS	https://www.tarladalal.com/Sweet-Corn-Cakes-440r	100	0	239.5075758	4.158181818	10.66727273	32.34151515	2.466666667	4.003484848	459.6439394	0.16	0.769787879	1.909090909	0			
instant corn dhokla,corn dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Instant-Corn-Dhokla-(-Non--Fried-Snacks-)-33273r	100	0	240.0559441	7.25034965	2.643356643	47.86013986	0.559440559	1.751048951	297.4685315	0.024615385	0.435384615	0.839160839	0			
char dal ka dalcha,hyderabadi veg dalcha	SUCCESS	SUCCESS	https://www.tarladalal.com/Char-Dal-ka-Dalcha-Hyderabadi-Veg-Dalcha-41487r	100	0	240.4766966	8.523826656	10.69991823	27.81458708	4.52060507	2.156336877	331.2780049	0.086345053	0.230107114	0	0			
greek salad	SUCCESS	SUCCESS	http://www.food.com/recipe/the-ultimate-greek-salad-90975	100	0	240.5160881	4.238292915	23.10168014	5.555070534	1.984292281	2.283800919	591.7281661	0	5.863502298	21.39800285	0			
sweet potato n sesame croquettes	SUCCESS	SUCCESS	https://www.tarladalal.com/Sweet-Potato-and-Sesame-Croquettes-444r	100	2.06185567	240.9661267	5.247555228	10.32349043	31.62266568	2.577172312	2.514727541	381.3446244	0.038880707	0.586916053	0	0			
chicken shami kabab	SUCCESS	SUCCESS	http://indianhealthyrecipes.com/chicken-shami-kabab-recipe/	100	1.961810097	241.324091	12.75675647	17.97057285	7.633580957	1.853335077	0.018048653	546.1799634	0.241171855	1.750769553	44.99084489	0			
poha dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Poha-Dhokla-39002r	100	0	241.981982	6.864864865	1.693693694	49.86486486	0	0	386.7117117	0	0.720720721	2.162162162	0			
dal amritsari	SUCCESS	SUCCESS	https://www.tarladalal.com/Dal-Amritsari-30904r	100	0	242.1830986	7.146232394	14.64128521	20.52044014	4.128521127	0.333098592	359.8573944	0.130035211	7.531036972	24.29577465	0			
massaman curried rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Massaman-Curried-Rice-463r	100	0	242.3533471	6.875964822	4.271226073	43.6464149	4.080755303	0.195861355	206.276358	0.009105018	1.686382825	6.82876358	0			
dutch apple pie	SUCCESS	SUCCESS	http://www.food.com/recipe/dutch-apple-pie-omas-appeltaart-128732	100	0	242.6217025	3.642929018	7.255425619	41.63385912	1.479602937	12.5472124	26.35735654	0	0.015297797	0	0			
stuffed potato dal dhokli	SUCCESS	SUCCESS	https://www.tarladalal.com/Stuffed-Potato-Dal-Dhokli-41249r	100	0.301829843	243.2263724	8.890365969	6.265378231	38.62596114	3.905074514	0.329630258	491.2725901	0.03573854	0.342981324	0.339558574	0			
cream of onion soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Onion-Soup-2123r	100	0	243.2740385	2.396105769	20.33298077	12.82668269	1.563942308	2.426153846	188.7403846	0	3.199	0	0			
vegetable stew	SUCCESS	SUCCESS	https://www.tarladalal.com/Vegetable-Stew-(--Idlis-and-Dosas)-1667r	100	0	243.3636364	2.472424242	19.66525253	14.19242424	1.251515152	1.174949495	398.5353535	0.053333333	0.145787879	0	0			
pad thai noodles	SUCCESS	SUCCESS	https://www.tarladalal.com/Pad-Thai-Noodles-6515r	100	0	243.6722523	6.293859044	11.38339083	28.91953672	1.382897979	3.267225234	294.7654017	0.104090685	2.695614096	9.758501725	0			
banana bread	SUCCESS	SUCCESS	http://www.jamieoliver.com/recipes/fruit-recipes/banana-bread/	100	1.071428571	244.1540179	4.162700893	10.59004464	33.78212054	1.088169643	2.532611607	23.68303571	0	5.667756696	24.18303571	0			
cabbage and dal parathas	SUCCESS	SUCCESS	https://www.tarladalal.com/Cabbage-and-Dal-Parathas-22309r	100	1.411764706	244.2	9.556235294	4.883529412	43.65411765	6.911764706	0.983529412	2054.682353	0.062117647	0.171811765	0	0			
ash gourd halwa,kashi halwa	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/ash-gourd-halwa-recipe-kashi-halwa/	100	0	244.2997481	1.357632242	14.04710327	29.47357683	0.199496222	25.49581864	0.977329975	0	0.470508816	0.604534005	0			
2 egg white and onion omelette	SUCCESS	SUCCESS	http://www.geniuskitchen.com/recipe/egg-white-omelet-75476#activity-feed	100	0.733944954	244.3058104	8.13706422	22.52061162	2.877247706	0.639143731	0.097247706	119.6697248	0.258348624	0.68040367	0	0			
oriental vegetables in peanut sauce	SUCCESS	SUCCESS	https://www.tarladalal.com/Oriental-Stir-fry-Vegetables-in-Peanut-Sauce-1756r	100	0	244.9088803	6.4663861	5.741189189	34.18071815	1.554285714	1.834648649	967.7210811	0	1.634362162	7.135135135	0			
drumstick dal,drumstick arhar dal	SUCCESS	SUCCESS	https://www.tarladalal.com/Drumstick-Dal-South-Indian-Style-Dal-40886r	100	0	245.0976205	12.16319707	7.805674192	31.70913972	7.699267846	0.338804149	487.0353874	0.119084808	2.038973154	0	0			
aloo cheese croquettes,aloo cheese cutlets,potato cheese croquettes	SUCCESS	SUCCESS	https://www.tarladalal.com/Aloo-Cheese-Croquettes-Potato-and-Cheese-Rolls-32755r	100	1.105990783	245.1520737	4.378709677	13.57105991	24.67004608	1.147465438	1.513640553	465.1797235	0.162211982	2.88124424	6.456221198	0			
doodhi muthiya,lauki muthiya	SUCCESS	SUCCESS	https://www.tarladalal.com/Doodhi-Muthia-(-Gujarati-Recipe)-553r	100	0	245.6031332	8.18381201	3.15613577	46.63592689	2.960835509	1.697127937	571.5916449	0.104229765	0.08462141	0	0			
herbed paneer parantha,paneer and herbs parantha,herbed paneer paratha	SUCCESS	SUCCESS	https://www.tarladalal.com/Herbed-Paneer-Paratha-38985r	100	1.31147541	245.8360656	9.898032787	12.45442623	25.69540984	4.403278689	0.22	1748.098361	0.057704918	5.071213115	21.63934426	0			
tendli cashewnut sabzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Tendli-Cashewnut-264r	100	0	247.5229682	5.216961131	21.70459364	10.04303887	1.949116608	1.60565371	571.1413428	0.149257951	2.042756184	2.120141343	0			
bengali prawn cutlet,prawn cutlet,chingri cutlet,bengali style chingri macher cutlet,chingri macher cutlet	SUCCESS	SUCCESS	https://www.archanaskitchen.com/bengali-style-chingri-macher-cutlet-recipe-prawn-cutlet	100	0	247.6195122	13.34195122	9.036097561	27.84390244	3.473170732	3.326829268	614.7121951	0.237658537	0.505756098	0	0			
madras onion stew	SUCCESS	SUCCESS	https://www.tarladalal.com/Madras-Onion-Stew-4368r	100	0	248.1675978	2.611173184	20.44925512	14.07607076	2.225139665	2.613221601	727.1918063	0.049162011	0.137020484	0	0			
stir fry noodles	SUCCESS	SUCCESS	https://www.tarladalal.com/Stir-Fry-Noodles-464r	100	0	248.3987945	7.221243625	7.963324919	37.18255937	1.919638349	2.126000721	191.5250631	0.0380815	2.548599712	9.520375045	0			
chikoo ice cream,sapota ice cream	SUCCESS	SUCCESS	http://www.cookwithmanali.com/chikoo-ice-cream/	100	0	248.4271845	3.038187702	16.11100324	23.16504854	5.644012945	10.5631068	37.55339806	0	9.194692557	42.33009709	0			
"methi alu paranthas,fenugreek potato flatbread,methi potato 
parantha,fenugreek alu parantha"	SUCCESS	SUCCESS	https://www.tarladalal.com/Methi-Alu-Parathas-3441r	100	0.85106383	249.0553191	5.940425532	11.28170213	33.41957447	5.181276596	0.139574468	1664.709787	0.179744681	0.472851064	0	0			
mushroom biryani	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/south-indian-mushroom-biryani/	100	0	249.2560386	4.837777778	3.410241546	48.5657971	1.541062802	0.659130435	193.2463768	0.096869565	1.279700483	0	0			
bajra, whole moong and green pea khichdi,bajra khichdi,bajra masala khichdi	SUCCESS	SUCCESS	https://www.tarladalal.com/Bajra-Whole-Moong-and-Green-Pea-Khichdi-39646r	100	0	249.6278342	12.6255043	3.253518374	43.60036747	11.94417514	4.070914777	314.0195465	0.175949961	3.464537138	0	0			
thai rolls	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Thai-Rolls.html	100	1.355932203	249.6440678	1.646101695	18.74169492	18.02644068	1.962711864	1.156440678	761.3559322	0.298305085	1.535220339	0.003389831	0			
onion roti	SUCCESS	SUCCESS	https://www.tarladalal.com/Onion-Roti-1477r	100	1.257861635	249.672956	6.159475891	10.5492348	35.17330189	5.670125786	0.290272537	1827.023061	0.055345912	0.14709434	0	0			
stuffed moong dal n potato roll,dal and aloo roll	SUCCESS	SUCCESS	https://www.tarladalal.com/Stuffed-Moong-Dal-and-Potato-Rolls-536r	100	0.852878465	250.8997868	7.027761194	13.51818763	25.87063966	3.13901919	0.363710021	431.8422175	0.247228145	0.72052452	0.383795309	0			
chatuchak fried rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Chatuchak-Fried-Rice-460r	100	0	251.0020335	5.86700699	1.239514933	52.84935183	2.79099767	1.487545012	103.4439737	0.021237026	0.360717221	0	0			
turai chutney,turai ki chutney,turai ke chilke ki chutney	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Turai-Chutney-Sanjeev-Kapoor-Kitchen-FoodFood.html	100	0	251.0588235	4.376470588	18.69411765	17.08235294	4.170588235	0	2295.152941	0.310588235	0.817058824	0	0			
peppered prawns in coconut milk,prawns in coconut milk	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Peppered-Prawns-in-Coconut-Milk.html	100	0	251.256917	8.041660079	20.8486166	7.88428195	0.518577075	0.014624506	150.3768116	0.00083004	2.446268775	0	0			
baguette,french baguette	SUCCESS	SUCCESS	http://www.food.com/recipe/fresh-baguette-15658	100	0.088922482	251.3255007	8.079597181	0.6881184	53.27482071	0.169235044	0.443723184	438.8153969	0	0.006297557	0	0			
moong dal n paneer chilla	SUCCESS	SUCCESS	https://www.tarladalal.com/Moong-Dal-and-Paneer-Chila-(-Healthy-Snacks)-5645r	100	1.516587678	251.7867299	15.67867299	8.484739336	28.27990521	3.765876777	2.44985782	914.5165877	0.139336493	1.045563981	7.734597156	0			
homemade pad thai recipe	SUCCESS	SUCCESS	https://www.tarladalal.com/Pad-Thai-(-Microwave-Recipe)-33909r	100	0	252.6623677	6.10484127	7.76712963	39.39158069	1.864219577	2.173688272	230.8109568	0.081481481	1.531507716	5.092592593	0			
karela muthias,bittergourd muthias	SUCCESS	SUCCESS	https://www.tarladalal.com/Karela-Muthias-3511r	100	0.88593577	253.372093	10.5166113	2.547242525	47.76945736	7.623809524	3.240819491	825.3920266	0.15282392	0.077985604	0.199335548	0			
thai style coconut cream soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Style-Coconut-Cream-Soup-430r	100	0	253.641676	3.232793296	19.4772067	16.55681564	1.724581006	0.162681564	220.8011173	0.009832402	0.04377095	0	0			
